mixture_id,run,arc_challenge:rc::olmes,arc_easy:rc::olmes,basic_skills:rc::olmes,basic_skills_arithmetic:rc::olmes,basic_skills_coding:rc::olmes,basic_skills_common_knowledge:rc::olmes,basic_skills_logical_reasoning:rc::olmes,basic_skills_pattern:rc::olmes,basic_skills_string_operations:rc::olmes,codex_humaneval:3shot::none,coqa:rc::gen2mc,csqa:rc::olmes,drop:rc::gen2mc,hellaswag:rc::olmes,jeopardy:rc::gen2mc,lab_bench_dbqa,lab_bench_protocolqa,lambada,mbpp:3shot::none,medmcqa:rc::none,medqa_en:rc::none,minerva_math_algebra::olmes,minerva_math_counting_and_probability::olmes,minerva_math_geometry::olmes,minerva_math_intermediate_algebra::olmes,minerva_math_number_theory::olmes,minerva_math_prealgebra::olmes,minerva_math_precalculus::olmes,mmlu_abstract_algebra:rc::olmes,mmlu_anatomy:rc::olmes,mmlu_astronomy:rc::olmes,mmlu_business_ethics:rc::olmes,mmlu_clinical_knowledge:rc::olmes,mmlu_college_biology:rc::olmes,mmlu_college_chemistry:rc::olmes,mmlu_college_computer_science:rc::olmes,mmlu_college_mathematics:rc::olmes,mmlu_college_medicine:rc::olmes,mmlu_college_physics:rc::olmes,mmlu_computer_security:rc::olmes,mmlu_conceptual_physics:rc::olmes,mmlu_econometrics:rc::olmes,mmlu_electrical_engineering:rc::olmes,mmlu_elementary_mathematics:rc::olmes,mmlu_formal_logic:rc::olmes,mmlu_global_facts:rc::olmes,mmlu_high_school_biology:rc::olmes,mmlu_high_school_chemistry:rc::olmes,mmlu_high_school_computer_science:rc::olmes,mmlu_high_school_european_history:rc::olmes,mmlu_high_school_geography:rc::olmes,mmlu_high_school_government_and_politics:rc::olmes,mmlu_high_school_macroeconomics:rc::olmes,mmlu_high_school_mathematics:rc::olmes,mmlu_high_school_microeconomics:rc::olmes,mmlu_high_school_physics:rc::olmes,mmlu_high_school_psychology:rc::olmes,mmlu_high_school_statistics:rc::olmes,mmlu_high_school_us_history:rc::olmes,mmlu_high_school_world_history:rc::olmes,mmlu_human_aging:rc::olmes,mmlu_human_sexuality:rc::olmes,mmlu_international_law:rc::olmes,mmlu_jurisprudence:rc::olmes,mmlu_logical_fallacies:rc::olmes,mmlu_machine_learning:rc::olmes,mmlu_management:rc::olmes,mmlu_marketing:rc::olmes,mmlu_medical_genetics:rc::olmes,mmlu_miscellaneous:rc::olmes,mmlu_moral_disputes:rc::olmes,mmlu_moral_scenarios:rc::olmes,mmlu_nutrition:rc::olmes,mmlu_philosophy:rc::olmes,mmlu_prehistory:rc::olmes,mmlu_professional_accounting:rc::olmes,mmlu_professional_law:rc::olmes,mmlu_professional_medicine:rc::olmes,mmlu_professional_psychology:rc::olmes,mmlu_public_relations:rc::olmes,mmlu_security_studies:rc::olmes,mmlu_sociology:rc::olmes,mmlu_us_foreign_policy:rc::olmes,mmlu_virology:rc::olmes,mmlu_world_religions:rc::olmes,mt_mbpp_v2fix:bash,mt_mbpp_v2fix:c,mt_mbpp_v2fix:cpp,mt_mbpp_v2fix:csharp,mt_mbpp_v2fix:go,mt_mbpp_v2fix:haskell,mt_mbpp_v2fix:java,mt_mbpp_v2fix:javascript,mt_mbpp_v2fix:matlab,mt_mbpp_v2fix:php,mt_mbpp_v2fix:python,mt_mbpp_v2fix:r,mt_mbpp_v2fix:ruby,mt_mbpp_v2fix:rust,mt_mbpp_v2fix:scala,mt_mbpp_v2fix:swift,mt_mbpp_v2fix:typescript,naturalqs:rc::gen2mc,piqa:rc::olmes,qasper_yesno:rc::olmes,sciq:rc::olmo3,sciriff_yesno:rc::olmes,socialiqa:rc::olmes,squad:rc::gen2mc,winogrande:rc::olmes,avg_bpb
9,8t209vns,1.7055577143758764,1.5768145775642175,2.412845583647689,2.5446386550961972,3.9586616481998824,1.8548217980950803,0.6495540520231698,1.8551779411221052,3.614219407349699,2.7713470494193277,1.5307282218782914,1.73112736854267,2.396503645068668,1.2509141382633953,2.1048174374531867,5.555942170688888,2.2370629585093105,1.834683498195768,3.017323986167017,2.7300122138336835,2.495312272883841,2.294713165649179,1.774750805117894,2.3540423484005664,2.471855692478231,2.1441543693512215,1.9804836301081348,2.326949662218659,1.6615143416113582,2.1647530492172833,1.9098775937804109,1.750756903292803,2.0184652159869643,1.9189332594495785,3.5288142218515963,2.347578210358898,3.3732893284305208,2.085233095331375,3.2219467723976707,1.928311409697709,1.717274780275694,1.497415529402924,2.4013856713456,3.227562232703339,3.4164135953980517,2.97298505861888,1.8545449800513507,2.9767182564844528,2.3227722900222063,1.313709103844063,1.5918496962692934,1.202481224759559,1.4295762656054591,3.4989381330826954,1.4750960111563671,2.3139338845705693,1.3703628938742445,1.8841188578025647,1.3025280474232508,1.3119461280617517,1.585439659659063,1.80332577653699,1.1734269247922997,1.5030565885190914,1.412866711699964,2.139039946616658,1.314341864099546,1.5055170121090224,2.568715397296762,2.1041133400524874,1.3814427663601958,0.5043074644155889,1.978378664360932,1.518759429096088,1.9401344376542369,1.685981216253121,1.2735470608931063,2.20855689409816,1.4466985496007312,1.6652448602185532,1.1804738617120312,1.1949841690132277,1.2641179666593918,1.8004152138117002,2.569356372316685,3.072142012386928,2.6448520625472627,2.7470335404219584,2.2261936756708254,2.8786793963427493,2.9252005418452085,2.1517913939249,2.8225817410652536,2.730005261571131,2.540484651169466,3.0172242065766395,2.9531764939832432,3.2734203383978415,3.2128810007774913,3.193807646807235,2.8938889709682014,2.754479817800215,2.2650139415720507,1.6027579599261352,0.5480746486367416,1.7256333525590175,0.8880925511670243,1.6507366002033703,1.4182997092435254,1.5887559954799384,2.1328504701159114
10,lilgiji4,1.6637800697937155,1.5999876923133465,2.552613930620759,2.680134910803938,4.258392194679927,1.5984600149309711,0.8403267371266762,1.9776704487751915,3.960699277407852,3.1395204251758,1.6024983122164935,1.9182608550864368,2.3983355013839383,1.1675734133598463,2.246427062454211,5.551892383031397,2.0700392446344433,1.7175171159509182,3.5289328762003995,2.6817362820027135,2.4167739207531644,2.7800496912025103,2.149210010796167,2.7940587847632554,3.04332298432995,2.497304642778354,2.350579755238926,3.0619353868504486,2.12018483083349,2.2565915695674734,2.024102950277385,2.083613944270424,1.9672949619182911,1.8416038667526715,3.4938071230154413,2.6836967402075165,3.3603815611543193,2.008439923083748,3.440686006535033,2.357674196400429,1.741158559477226,1.715212869547664,2.3938270619243953,3.3543245043679217,3.4624220650071655,2.536623587975387,1.804166910790836,3.010731746371354,2.581398381847713,1.448680110084694,1.7411301236105787,1.3821899468846912,1.4184077276501523,3.808258470842356,1.518859842245402,2.428209558462612,1.8306469046769969,2.016800449604886,1.4607122960171746,1.4347204348324,1.730325279136158,1.928815256686743,1.2835174051258489,1.7114467506257849,1.6993153874599158,2.380719977109801,1.572040633597079,1.635741224074649,2.540457319945256,2.222493251973351,1.5179084548078323,0.5648565641588852,1.8607033382708136,1.648173681841772,1.9580535957220104,1.6998394265561232,1.302676632700753,2.212466687620043,1.6042251409700907,1.8767340038933784,1.284564787848517,1.3597861038001662,1.406106074474036,1.8788879839540944,2.846811520101315,3.85386200422028,3.1568563810660852,3.2178536892106835,2.7128336532728277,3.358677228673073,3.329198982445537,2.609779591234373,3.356086012048302,3.2222667070178086,3.1870057585727403,3.52880166342219,3.681699846385394,3.823530118709519,3.7505981294231296,3.8113928974765634,3.324494081485494,3.267590598970392,2.4037420706114214,1.3340696629776538,0.6204731020347376,1.8461731446852732,0.9105077930812796,1.768075639496809,1.574608131169654,1.5268272569605672,2.326166034345507
11,mpxf2v8v,1.820343647269216,1.7573500714717856,2.4035068547840943,2.558209653523155,3.3301447313491352,1.9627541748529065,0.8923491647955739,1.9526552907009884,3.7249281134828074,2.3150820648766928,1.6786442326504984,1.9428954033698136,2.703066399659701,1.3433527216808725,2.483079808754424,5.779747670204614,2.332196472398092,1.9504351339559591,2.654971622188096,3.0309627013332134,2.897096776996994,2.210174158193253,1.758344248619285,2.201849364639904,2.306628455089855,2.0698947194007067,1.9311458139195703,2.109170514985097,1.994004357219924,2.665282368718439,2.0350589205775584,2.060150114925893,2.2724785085760137,2.301525159905254,3.677962504721945,2.5075797909522084,3.194385221367459,2.3084706123239704,3.38807800850368,1.85840268802269,1.9158386861514096,1.6739261739492748,2.4642921862861873,3.123088432175628,3.3414910619971088,2.3942276109839473,2.085574063143669,3.305027310459842,2.2956754284214647,1.4183765962804524,1.7262041476428334,1.1938404959862756,1.5332399918095116,3.5255230361301675,1.5749238698485226,2.479532802171032,1.875630947297068,1.985176913528492,1.3775272471159417,1.3938952487292442,1.8417925522994871,2.0189136989899623,1.208944200198669,1.6378455992916936,1.5674874723119876,2.2435445304145847,1.5622029588552775,1.696376467278202,2.7371628049438077,2.4264681485644135,1.4944516006360589,0.9291400011133428,2.2694409973417016,1.6043586266765963,2.1576261472038243,1.8004469768856288,1.312229646615462,2.6290296859331304,1.6385710183847018,1.8311794126940728,1.2064142624098873,1.317735774603534,1.2294390362612395,2.002706925062394,2.8810385750152254,2.480832780819474,2.198406692497185,2.373266773094686,1.9737359871774216,2.51526594713039,2.830618295172406,1.9723262652577696,2.3843029662896815,2.3854424460972483,2.084170925364339,2.654980920046405,2.5670322387313855,2.958016496637834,2.8923888906683364,3.020053231040852,2.5473029394463302,2.409302673387265,2.5246153194027197,1.7458394544042937,0.5786130820510681,2.099324380827085,0.7436087307780689,1.826932464738028,1.5903786075845654,1.6655971920106605,2.175584302833726
12,67hai9q2,1.4103112285342978,1.266015682842346,2.2332882416116964,2.393189665155425,3.2496265783471845,1.5440190368114273,0.7472160368701176,1.8625081553939835,3.60316997709204,2.149672650753935,1.6777312648835438,1.8485222456410753,2.685242169343555,1.2697135462843658,2.0998282382198896,4.930026976147534,1.7385947795185788,1.865469871006861,2.501295862040482,2.29965692895451,2.025909114247585,1.327565093241051,1.1906968291403932,1.470909862061027,1.3812904290373174,1.2813911809349945,1.2464074548847588,1.2169092259280094,1.5725214923757498,1.6736900284903669,1.439672114008953,1.8412031958125488,1.7132844662719555,1.3373650778015187,2.536949201889265,2.2099247438133625,2.5396094179160187,1.598940297985025,2.4997910039195985,1.927304465108472,1.4962418157855824,1.433235737801605,2.0602088067488644,2.7606035015865675,2.6656724244012153,2.7038994726996357,1.312376960385672,1.868666611126348,2.1061980987919187,1.373901748344985,1.689664947250194,1.3779290624747529,1.4656307030098628,3.063634501957865,1.4585597765188856,1.9050115160758516,1.5292331981605871,1.6588620248177606,1.448103900071919,1.3972121141402434,1.6477329052326943,1.696479722658348,1.246643090452917,1.637468284900642,1.4818940431339582,1.7951607805512697,1.537829419355751,1.6812045744644388,1.9929549277416143,2.163863997797165,1.4064355988669808,0.46265151639241,1.5713901861146533,1.5167739882953837,1.7080743411388932,1.6708481501188253,1.3560112104009934,1.880632589977731,1.5286852652119949,1.8623331349388588,1.217537416169918,1.3143198579437636,1.3167904625589966,1.565217775785133,2.7740973122470436,3.0778620627720668,2.084580739792976,2.2633983235121917,1.9753441967154144,2.431142791974019,2.6816673607727144,1.8540075057315817,2.388984726949743,2.3034397944373737,2.430121995911535,2.5013061506795435,2.514442367010154,2.986143142993251,2.9492832332873222,2.90285323551113,2.5350688597922133,2.390502720576008,2.27362037627543,1.5727140853768675,0.5225839066093002,1.40087214907184,0.9079800960960576,1.7430126590430646,1.4511514053452987,1.6372024465033173,1.890850887615108
13,usvxi2fg,1.6599324101619328,1.5898463505839608,2.18860280070152,2.501902341276884,2.7067556103528365,1.7202880437723336,0.8176251154168016,1.905417635761076,3.479628057629189,1.84729203719095,1.6007135129350092,1.8275899869017969,2.4700138158880596,1.2225043266537086,2.3232513179262133,5.271994326197208,2.038582053847849,1.8842246817586208,2.162457563007076,2.2703426169073526,1.8188454455177023,1.918803565991679,1.545439647699919,1.9586177244263132,2.052788627485388,1.8013266162028072,1.675977833870988,1.840392582161628,1.9041134589507145,1.7081125165129003,1.9641022735308624,1.863032993343967,1.6913045435054932,1.777245404575072,3.1259705683944987,2.352245460162859,3.041148978106881,1.7755557059342193,3.0923156987497875,1.878999480950611,1.6835575795566686,1.632767661875415,2.113544369895807,3.267385750613584,3.185922495505138,2.6859211246950885,1.742348863524982,2.760788872173555,2.145214612108088,1.4581046222606004,1.8014713983320425,1.3335860417347702,1.429455268178448,3.299843856645966,1.446827957152449,2.262019428451957,1.5914641491230683,1.9005676026202931,1.4880536159666065,1.4577443137794457,1.5966903199106874,1.7449820849877875,1.246944761507555,1.6791449812482198,1.5618279038416554,2.0220818594367396,1.541312881081238,1.6237420248830483,2.231294204525238,2.2805277752991007,1.4783561774780578,0.6119202454554611,1.5429280532826526,1.581264909844806,2.0928353837546827,1.7197026736023446,1.3040744051186617,1.7000960642159977,1.4958202930849287,1.798743300282482,1.2349524530368037,1.365930500780243,1.345931134749633,1.628508532031015,2.970842478002309,2.3119226300763622,1.4816397312232752,1.5262324138987002,1.3468820464159783,1.9219755021338905,2.232011190472397,1.2412129253151811,1.7871240901358358,2.023825664688476,1.5594689332591862,2.1624535246253593,2.1634950722414654,2.381156683874505,2.303973718666956,2.274148965464698,1.8987872504930816,1.784512059899181,2.450859497741706,1.5280865279630218,0.4858736861295802,1.8190105168417712,0.9161028143084028,1.6898860327604592,1.4806688748852932,1.597042484688209,1.9157336504980271
14,x0vtqtwk,1.6904991001551832,1.5887365462795708,2.707673903697883,2.7106945919114698,4.647284369935923,1.8148489025472836,0.969842582861466,2.067252497526868,4.036120477404286,3.3126377385815617,1.5724677045931252,1.7735419502197678,2.444689241050142,1.2537130103468397,1.840219306507587,5.635016764183553,2.324476807064014,1.6102572405541906,3.7248756143971367,2.8561298017548173,2.734381084417336,3.188637675575621,2.387398067254111,3.0597564529433994,3.3781077989360058,2.7793971108452045,2.6478154931265827,3.2558568903901013,2.3139553870439435,2.4049397238308923,1.8581172406685496,1.9367192127687625,2.183791199236916,2.137199789439444,3.443503031596868,2.7295524084923444,3.2523171226691834,2.2299358229670063,3.1455992946954727,2.4649466409081633,1.6981834270435592,1.7268887342112431,2.5668702406322463,3.476732939028057,3.751458807381016,2.4583516451830016,1.9424158069240511,3.2244932507814936,2.6775972339485814,1.1398019783200484,1.497840941559139,1.2127611458905443,1.5415979521386256,3.5979936430052075,1.6645078050635256,2.4398840089097593,1.8729859317441957,2.0345978032396665,1.0706880716614071,1.101960470108814,1.8081982199240487,1.87935296784747,1.1544941237054782,1.5703492251216131,1.6658918774919884,2.445697279538512,1.6287746011270083,1.794148327921539,2.6546094049787983,2.141199862975517,1.4764822095122645,0.6036880378059194,2.124318351485191,1.586302879740097,1.557702559547275,1.8034236534684136,1.28911410488585,2.5012684177840323,1.6570878271549625,1.8445551807522536,1.2181472411627057,1.2777883473597322,1.1972710267767648,1.9541446992448204,2.290033544137516,4.257238493985032,3.432119129610776,3.599640573067901,2.9095360021316004,3.705818475302456,3.475391929106826,2.9234864738856468,3.693816316877935,3.4673998018015673,3.4987363224683996,3.724862298568148,4.009361492685178,4.260292428860867,4.118485426000359,4.143394813720492,3.6240808364972814,3.5544890446899347,2.1460393904750483,1.550360460012929,0.3952966465987734,1.8536527637213192,0.8492341632431925,1.7780159088148757,1.4683783278191762,1.579136142303615,2.3995711369986523
15,mtpg8v5e,1.8153499073351873,1.7271861527080077,2.683170616162523,2.7455264779819673,4.558813662719761,1.8490819153914295,0.9052062734792148,2.1772456366514845,3.8631497307512817,3.296854018175497,1.5570936795312538,1.6955520648875648,2.3595786784630652,1.2309530103970654,2.256554400560984,6.089256237958122,2.4098756489801985,1.5465094563105082,3.67932785399351,3.007328595213091,2.7412168242859387,3.2232714496034727,2.389743171236399,3.189564129310132,3.513768317772264,2.8222728859503987,2.690550969818345,3.5517338556049425,2.306831509951005,2.411022244762251,2.0545122149847708,2.0092560498046894,2.204699411384059,2.257005428806222,3.874929605495786,2.80211495778165,3.357997869920915,2.3317092170178024,3.4481916692190806,2.4831076216653294,1.855039082112889,1.8584667938520176,2.683659291143637,3.2835343996639144,3.630097386342496,2.7793279355390257,2.0988552990604443,3.2979118564720302,2.612943452136705,1.4204556861519302,1.819230123188785,1.4257255684148349,1.6212594082991405,3.705102629319792,1.726457769902938,2.656909465234278,1.7243827381576395,2.079937744597225,1.4858358223491737,1.4392310649521138,1.7155916695695403,1.844685917864917,1.3682496662398722,1.636372240720358,1.62537407118938,2.6784240788215876,1.6109974657205877,1.79699793260652,2.7863500402212713,2.1943293934464276,1.4797192459729676,0.6955134073102797,2.205419424274542,1.572979055392283,2.053473129954156,1.8097462334892809,1.3756467754585189,2.512095162599471,1.5835787077546502,1.910735700434914,1.2831887845662535,1.292620879993749,1.4227564027824908,2.0122690734535276,2.6550916959543915,4.051005178506703,3.3024572141541277,3.4952819171763174,2.76518094140251,3.527720013422426,3.4710691401400573,2.83174564028056,3.5567800384798263,3.3119831571540925,3.48670643540499,3.6792183292043488,3.792227686799575,4.017618077157918,3.888815696391572,4.0454722339598765,3.467394224484185,3.3745814807508676,2.3717410244006687,1.5583502233861324,0.5542704593152714,2.0485848169528698,0.8282075787847599,1.5788481236016194,1.6493401133076189,1.5411519165637213,2.451267588689934
16,8o8ypuib,1.7327969160097183,1.6751450858062562,2.5643771166141938,2.553708169290618,4.18520119378219,1.837149091181918,0.84196282945213,2.000674369320899,3.967567046657408,3.017204175814606,1.578966067345421,1.904986933610442,2.416275890751947,1.2923083347693252,2.2903444239737634,5.678770093817471,2.0894439899902015,1.7365388474157155,3.34069683145769,2.684568992515124,2.3716563953618226,2.114346954159792,1.7077699958938315,2.324544603908504,2.3669419322823604,1.9747938267225909,1.8476403973674869,2.264539444646367,2.0538248263591754,2.2142406943366417,2.003914756614708,1.8182562648238636,1.9970695192711272,1.8433334540786683,3.3035866547249686,2.5688569009252147,3.1220712020706083,1.9313359471094855,3.11790944891512,2.2676302457850697,1.7567968940504857,1.5963729885894449,2.416378790465071,3.11482787620994,3.63356522640077,3.0217421907327195,1.8063890875607016,2.9365608188236765,2.4614750413059485,1.3408661896825411,1.7226681397102193,1.196215889990588,1.2749226614443732,3.4847732958929503,1.3264250853041704,2.396675042287016,1.7251878681998285,1.857716179445421,1.357261673741886,1.3528007701393665,1.689098603718288,1.8541890982424576,1.1184767570197809,1.5406700091719996,1.5446299763405318,2.260075743336883,1.3662921941305832,1.4528837911249388,2.3771823963597685,2.3408560923683264,1.4327530764167489,0.3635680732799665,1.946226826697811,1.5110358169402271,2.0747955340661965,1.5613494662669118,1.1613571523092987,2.138051504917413,1.5406591652659394,1.740135405340985,1.1755024134931462,1.2598180804619128,1.2499392695803877,1.7942175668550944,2.8291824207702474,3.702032750814259,3.0483846106527777,3.1507015891338783,2.541564012302872,3.3228457744695925,3.253204415430224,2.506139611650639,3.1954891771390397,3.0126601167221305,3.07819881083991,3.340597487548088,3.384127071906074,3.7186051210902895,3.6980297576815446,3.704440686535289,3.2455096960707635,3.1073766480842724,2.3471362809627543,1.7212385228694884,0.5922842598341728,1.9447476959062229,0.6749671747392655,1.756672227641089,1.5187820747869936,1.5926903840105338,2.226035854256451
17,6xkja1k8,1.6119983496276376,1.539682041610819,2.5172910005811824,2.5158838323751676,4.251565792155232,1.6360479850950704,0.8249006159971307,1.9622745986513048,3.913073179213189,2.872991809917707,1.593098999419605,1.917458520969904,2.351853125945112,1.2013954876847637,2.1809013654880567,5.496278831669267,1.9954905374577605,1.752113803681402,3.1870491519923125,2.6885879909383417,2.394453331367676,1.788518620126539,1.5116064004254366,2.0014054527574205,1.9660500458439292,1.7170008540248092,1.6195069032856737,1.789932707561236,2.0031930831707547,2.190042332744784,1.8478545690375483,1.9930426113253037,1.8815131782238708,1.7518476575944115,3.0033003785679635,2.4451611612500437,3.1104527687267343,1.8500715645199897,2.920729229728113,2.164275228899085,1.744250416771932,1.6280435507137825,2.1922580760282973,3.067724474089087,3.4104618509464197,2.756414446545853,1.6907420572490532,2.562736158335148,2.3633562767137715,1.3400352240529525,1.6742508459378025,1.21933348551845,1.5167935993915551,3.170650502279041,1.594811926368011,2.186776930032661,1.8337344721515147,1.8992882400082107,1.3231554951528346,1.323609131024239,1.7231927885301803,1.9154539832591997,1.2145357909437304,1.5821804346411452,1.571178400271385,2.2944357136126743,1.5570678734415933,1.721023575287428,2.4937428718790464,2.2696454372536423,1.4925170813604247,0.5912396971090642,1.7128311027479202,1.6065537526893428,1.9169571947825472,1.7011680483313931,1.3392087281716467,2.2067657786074473,1.606165118037856,1.8675561528219145,1.207933971349148,1.342158851257686,1.2780776835499703,1.793876767524207,2.666463682269859,3.578925918017829,2.589892300699304,2.896531090363846,2.4127450497653156,2.988934260636773,3.127272072910761,2.2684647960206106,2.945196730781081,2.900291215213022,2.94072487363972,3.1869803205148988,3.1039681398296843,3.6674019571977294,3.411429959177965,3.5567339928375716,3.02653802405492,2.8819654527865604,2.26642126285934,1.4055498904427437,0.7052205413786148,1.7969783411649802,1.047466881922263,1.8112977771390624,1.466295666908623,1.5766482406326343,2.1517284317780843
18,x4zpkyj0,1.5455742199442135,1.4286653961942175,2.3581712000609323,2.4792285865617942,3.854048621513787,1.5880557550558083,0.7375027454186112,1.8203377851348437,3.669853706680749,2.692137447500738,1.5587809162208512,1.8211594006449856,2.6647408339327963,1.183293390513312,2.0548078875434133,5.323227298999188,1.9828082702470256,1.5260500705184072,3.0312809685676263,2.36830809537308,1.9894500783587872,1.6445931240823504,1.3783993031497228,1.822231741434861,1.7541852887944915,1.5468179129483324,1.4966081695819655,1.5873662301979752,2.08198178703745,1.843835324725904,1.7118536537350555,1.9104942270114915,1.7750541469766452,1.5873172787665302,2.863749291165918,2.3822405206529695,3.0257888516464986,1.7823338776677358,2.7131841950242026,2.2113447516865357,1.6247700938551748,1.5663881860602251,2.1576525228359795,2.96075809953871,3.0550582900708436,2.5547764534777513,1.5837042024962584,2.30059942708069,2.3283384789990493,1.2880924721326588,1.6063626710427994,1.309412865831585,1.4797106099082311,3.3572546136615613,1.5061776944435932,2.162221426926018,1.649614548957125,1.8782907240875837,1.376712512656365,1.281235595067865,1.6070631193487412,1.7242386929789968,1.1869524439489207,1.5700336704154592,1.4796791695363984,2.1923561207747775,1.5321488298796129,1.6594044297331318,2.233284001281495,2.1430657531425883,1.4041616661801857,0.4425544778722051,1.607028537499306,1.4920635893041037,1.8440009238133424,1.695342446895498,1.2804932804931537,1.848413639351002,1.5109804502345705,1.861926805403548,1.2006365504301213,1.2817426974666646,1.3274211105765912,1.6536740304706985,2.1849986081628923,3.3704312597231425,2.5021492660347926,2.685123222633571,2.1797833288839574,2.703950064816397,2.883370707899358,2.1046639957012423,2.7222311121174667,2.6941939349992117,2.635506730173487,3.031269187597802,2.840278760340942,3.3580610612084616,3.148007264263331,3.2612474894916863,2.7531819823485564,2.696922912026454,2.300172558872123,1.4659323021429922,0.561029271891985,1.6263362654412372,1.020670691800161,1.7557451152267325,1.4301439201717785,1.5429401331550363,2.027827285677799
19,xdjvc3d4,1.6844612683923228,1.5759513304777706,2.263889661280808,2.5705595412977797,2.874597454798419,1.799768641368998,0.7385956247545405,2.02788014033205,3.5719365651330626,1.863496944394032,1.6306081671815145,1.9581099770037016,2.6224695172022003,1.2667201937583077,2.1780307155315652,5.740846895846834,2.31633964367758,1.6614367289172447,2.2002575207871384,2.977958890931726,2.7034438944808095,1.9944434294952116,1.5866655289364615,2.02680383520746,2.121389218950434,1.8327196721125212,1.73561727918474,1.940641506341466,2.004358111891059,2.292271839259538,1.9335481751974364,1.810497614443911,2.184256458488868,2.0960675740625465,3.627057737853982,2.4665917522017464,3.156041544830822,2.202893480285062,3.350485451031702,2.049691248789181,1.8079944528378475,1.5848935000074256,2.502216284553879,3.4135318464565367,3.20110685298731,2.7110608689508524,1.908316938618281,3.0294900021560855,2.338341806700115,1.2592098502628517,1.7405500483073262,1.2382642874244034,1.53889888149533,3.550149894357648,1.5989763397617036,2.4555804526523564,1.60129304896726,1.921326888808316,1.3475889233610914,1.2634917096100924,1.7415045341460111,1.8948075925754713,1.1765442414084228,1.4877556422707483,1.373859886750732,2.1940729359339586,1.4879409658837517,1.6756017148366809,2.720589914617713,2.313603485268076,1.3680738037777105,0.4965709504774274,2.1545197278181685,1.4488794286562057,1.9215805384942597,1.7218017678882145,1.2711176050724062,2.4238493203729377,1.5083233489171457,1.8520520779057736,1.20584887964162,1.2567216064975837,1.3090946282831897,1.9570823127001484,2.098324142286615,2.36703643161291,1.5701728777728725,1.5831184016874884,1.37305318203337,1.9435190735172576,2.2768487427027675,1.2703191062541437,1.8575055508319784,2.1086183507983804,1.6238254353459478,2.2001864511270415,2.2100336354788643,2.4683074534968275,2.3610246058908326,2.3138136528822315,1.946031732298273,1.8475755407924832,2.4677408059574732,1.6466775302905396,0.3984200176468184,1.860013191742692,0.5766518892390975,1.7538117307330627,1.5314569676464524,1.566312862125781,1.9984898175161443
